matternumber,mattername,invoiceid,firmname,fees,invstatus,datepaid,receivedate,begperiod,endgperiod,invdate,itemnumber,itemdate,fullname,taskcode,task,rate,hours,netamount,description,state,itemtype,disbcode,tklevel,mattertype,mattersubtype,attorney,status,opendate,closedate,trialdate,team_lead,judge,courttype,trial,plaintiff,county,disposition,dispdate,case_length,length_bucket,rate_bucket,phase,assigned_council,opposing_council
Matter-3,Marcelo v. Sanchez,8,Firm-4,269.5,Paid,4/22/2015,4/14/2015,3/1/2015,3/31/2015,4/14/2015,1,3/6/2015,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 172,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,8,Firm-4,269.5,Paid,4/22/2015,4/14/2015,3/1/2015,3/31/2015,4/14/2015,2,3/6/2015,Timekeeper-8,CodeD,TaskD,175,0.2,35,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 173,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,8,Firm-4,269.5,Paid,4/22/2015,4/14/2015,3/1/2015,3/31/2015,4/14/2015,3,3/12/2015,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 174,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,8,Firm-4,269.5,Paid,4/22/2015,4/14/2015,3/1/2015,3/31/2015,4/14/2015,4,3/13/2015,Timekeeper-8,CodeD,TaskD,175,0.2,35,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 175,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,8,Firm-4,269.5,Paid,4/22/2015,4/14/2015,3/1/2015,3/31/2015,4/14/2015,5,3/13/2015,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 176,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,8,Firm-4,269.5,Paid,4/22/2015,4/14/2015,3/1/2015,3/31/2015,4/14/2015,6,3/13/2015,Timekeeper-8,CodeD,TaskD,175,0.2,35,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 177,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,8,Firm-4,269.5,Paid,4/22/2015,4/14/2015,3/1/2015,3/31/2015,4/14/2015,7,3/13/2015,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 178,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,8,Firm-4,269.5,Paid,4/22/2015,4/14/2015,3/1/2015,3/31/2015,4/14/2015,8,3/17/2015,Timekeeper-7,CodeD,TaskD,210,0.2,42,Draft responses in client's behalf.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 179,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,201-300,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,8,Firm-4,269.5,Paid,4/22/2015,4/14/2015,3/1/2015,3/31/2015,4/14/2015,9,3/18/2015,Timekeeper-8,CodeD,TaskD,175,0.2,35,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 180,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,8,Firm-4,269.5,Paid,4/22/2015,4/14/2015,3/1/2015,3/31/2015,4/14/2015,10,3/26/2015,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 181,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,8,Firm-4,269.5,Paid,4/22/2015,4/14/2015,3/1/2015,3/31/2015,4/14/2015,11,3/31/2015,,CodeD,TaskD,,,0,Draft responses in client's behalf.,TX,expense,E101,,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 182,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,,,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,10,Firm-2,294.9,Paid,4/22/2015,4/18/2015,2/2/2015,3/31/2015,4/17/2015,2,2/2/2015,Timekeeper-3,CodeD,TaskD,165,0.5,82.5,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 183,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L654,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,10,Firm-2,294.9,Paid,4/22/2015,4/18/2015,2/2/2015,3/31/2015,4/17/2015,1,2/2/2015,Timekeeper-9,CodeD,TaskD,63,1.8,113.4,Draft responses in client's behalf.,TX,hours,,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 184,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,0-100,L653,Timekeeper-7,Lebron James
Matter-3,Marcelo v. Sanchez,10,Firm-2,294.9,Paid,4/22/2015,4/18/2015,2/2/2015,3/31/2015,4/17/2015,3,2/3/2015,Timekeeper-3,CodeD,TaskD,165,0.6,99,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 185,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L654,Timekeeper-7,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,10,1/7/2015,Timekeeper-10,CodeD,TaskD,90,0.3,27,Draft responses in client's behalf.,TX,hours,,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 186,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,0-100,L110,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,8,1/7/2015,Timekeeper-10,CodeD,TaskD,90,0.1,9,Draft responses in client's behalf.,TX,hours,,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 187,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,0-100,L310,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,9,1/7/2015,Timekeeper-10,CodeD,TaskD,90,0.2,18,Written discovery/development.,TX,hours,,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 188,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,0-100,L310,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,4,1/7/2015,Timekeeper-11,CodeD,TaskD,200,0.1,20,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 189,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L110,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,5,1/7/2015,Timekeeper-11,CodeD,TaskD,200,0.1,20,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 190,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L110,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,6,1/7/2015,Timekeeper-11,CodeD,TaskD,200,0.1,20,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 191,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L210,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,7,1/7/2015,Timekeeper-11,CodeD,TaskD,200,0.9,180,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 192,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L210,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,3,1/7/2015,Timekeeper-11,CodeD,TaskD,200,0.1,20,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 193,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L210,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,11,1/9/2015,Timekeeper-11,CodeD,TaskD,200,0.4,80,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 194,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L110,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,12,1/9/2015,Timekeeper-11,CodeD,TaskD,200,0.4,80,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 195,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L110,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,13,1/9/2015,Timekeeper-11,CodeD,TaskD,200,0.2,40,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 196,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L110,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,14,1/12/2015,Timekeeper-12,CodeD,TaskD,175,0.5,87.5,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 197,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L310,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,15,1/12/2015,Timekeeper-12,CodeD,TaskD,175,0.4,70,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 198,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L310,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,16,1/12/2015,Timekeeper-12,CodeD,TaskD,175,0.4,70,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 199,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L310,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,17,1/12/2015,Timekeeper-12,CodeD,TaskD,175,0.3,52.5,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 200,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L310,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,18,1/12/2015,Timekeeper-12,CodeE,TaskE,175,0.1,17.5,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 201,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L310,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,24,1/14/2015,Timekeeper-10,CodeE,TaskE,90,0.1,9,Written discovery/development.,TX,hours,,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 202,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,0-100,L110,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,25,1/14/2015,Timekeeper-10,CodeE,TaskE,90,0.3,27,Written discovery/development.,TX,hours,,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 203,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,0-100,L110,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,23,1/14/2015,Timekeeper-10,CodeE,TaskE,90,0.3,27,Written discovery/development.,TX,hours,,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 204,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,0-100,L210,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,22,1/14/2015,Timekeeper-13,CodeE,TaskE,175,0.1,17.5,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 205,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L210,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,20,1/14/2015,Timekeeper-13,CodeE,TaskE,175,0.1,17.5,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 206,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L230,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,21,1/14/2015,Timekeeper-13,CodeE,TaskE,175,0.2,35,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 207,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L230,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,19,1/14/2015,Timekeeper-11,CodeE,TaskE,200,0.5,100,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 208,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L120,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,26,1/14/2015,Timekeeper-14,CodeE,TaskE,175,0.4,70,Written discovery/development.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 209,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L110,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,29,1/15/2015,Timekeeper-12,CodeE,TaskE,175,0.5,87.5,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 210,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L120,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,27,1/15/2015,Timekeeper-11,CodeE,TaskE,200,0.2,40,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 211,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L110,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,28,1/15/2015,Timekeeper-11,CodeE,TaskE,200,0.1,20,Written discovery/development.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 212,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L160,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,31,1/16/2015,Timekeeper-10,CodeE,TaskE,90,0.2,18,Fact investigation.,TX,hours,,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 213,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,0-100,L110,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,32,1/16/2015,Timekeeper-10,CodeE,TaskE,90,0.1,9,Fact investigation.,TX,hours,,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 214,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,0-100,L210,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,33,1/16/2015,Timekeeper-10,CodeE,TaskE,90,0.2,18,Fact investigation.,TX,hours,,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 215,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,0-100,L210,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,30,1/16/2015,Timekeeper-13,CodeE,TaskE,175,0.6,105,Fact investigation.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 216,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L160,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,34,1/16/2015,Timekeeper-14,CodeE,TaskE,175,1.5,262.5,Fact investigation.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 217,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L320,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,35,1/16/2015,Timekeeper-14,CodeE,TaskE,175,0.4,70,Fact investigation.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 218,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L320,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,38,1/19/2015,Timekeeper-13,CodeE,TaskE,175,0.3,52.5,Fact investigation.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 219,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L210,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,36,1/19/2015,Timekeeper-13,CodeE,TaskE,175,0.1,17.5,Fact investigation.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 220,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L230,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,37,1/19/2015,Timekeeper-13,CodeE,TaskE,175,0.2,35,Fact investigation.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 221,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L230,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,39,1/19/2015,Timekeeper-14,CodeE,TaskE,175,0.8,140,Fact investigation.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 222,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L320,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,40,1/21/2015,Timekeeper-11,CodeE,TaskE,200,0.1,20,Fact investigation.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 223,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L110,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,41,1/21/2015,Timekeeper-11,CodeE,TaskE,200,0.2,40,Fact investigation.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 224,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L110,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,43,1/22/2015,Timekeeper-15,CodeE,TaskE,90,0.6,54,Fact investigation.,TX,hours,,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 225,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,0-100,L110,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,42,1/22/2015,Timekeeper-15,CodeE,TaskE,90,0.5,45,Fact investigation.,TX,hours,,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 226,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,0-100,L310,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,44,1/23/2015,Timekeeper-10,CodeE,TaskE,90,0.2,18,Fact investigation.,TX,hours,,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 227,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,0-100,L110,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,45,1/26/2015,Timekeeper-12,CodeE,TaskE,175,0.2,35,Fact investigation.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 228,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L120,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,49,1/27/2015,Timekeeper-13,CodeE,TaskE,175,0.3,52.5,Fact investigation.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 229,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L140,Timekeeper-19,Lebron James
Matter-4,Tim v. Smith,9,Firm-5,2839,Paid,3/4/2015,2/19/2015,1/1/2015,1/31/2015,2/9/2015,47,1/27/2015,Timekeeper-13,CodeE,TaskE,175,0.1,17.5,Fact investigation.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/5/2015,1/8/2016,,teamlead,Judge 230,State,Jury,0,Maverick,Settled w/o EC payment,1/29/2015,368,366-547,151-200,L160,Timekeeper-19,Lebron James
